Date | 5/22/2019 9:38:49 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 184 level(s)...   
Date | 5/22/2019 5:13:50 AM   Msg | [ENCOUNTER] You successfully caught Turtonator!   
Date | 5/22/2019 5:11:26 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 5:11:05 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 3sec   
Date | 5/22/2019 5:11:05 AM   Msg | [ENCOUNTER] You successfully caught Pidgey!   
Date | 5/22/2019 5:11:02 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 5:10:16 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 45sec   
Date | 5/22/2019 5:10:16 AM   Msg | [ENCOUNTER] You successfully caught Skarmory!   
Date | 5/22/2019 5:09:31 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 5:07:12 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 87sec   
Date | 5/22/2019 5:07:12 AM   Msg | [ENCOUNTER] You successfully caught Pignite!   
Date | 5/22/2019 5:05:44 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 5:05:29 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 33sec   
Date | 5/22/2019 5:05:29 AM   Msg | [ENCOUNTER] You successfully caught Chinchou!   
Date | 5/22/2019 5:04:56 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 5:04:30 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 125sec   
Date | 5/22/2019 5:04:30 AM   Msg | [ENCOUNTER] You successfully caught Bunnelby!   
Date | 5/22/2019 5:02:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 5:02:18 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 121sec   
Date | 5/22/2019 5:02:18 AM   Msg | [ENCOUNTER] You successfully caught Malamar!   
Date | 5/22/2019 5:00:17 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:59:47 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 72sec   
Date | 5/22/2019 4:59:47 AM   Msg | [ENCOUNTER] You successfully caught Bibarel!   
Date | 5/22/2019 4:58:35 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:57:25 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 156sec   
Date | 5/22/2019 4:57:25 AM   Msg | [ENCOUNTER] You successfully caught Morelull!   
Date | 5/22/2019 4:54:48 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:52:47 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 18sec   
Date | 5/22/2019 4:52:47 AM   Msg | [ENCOUNTER] You successfully caught Drowzee!   
Date | 5/22/2019 4:52:29 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:51:14 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 105sec   
Date | 5/22/2019 4:51:14 AM   Msg | [ENCOUNTER] You successfully caught Golett!   
Date | 5/22/2019 4:49:29 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:47:25 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 14sec   
Date | 5/22/2019 4:47:25 AM   Msg | [ENCOUNTER] You successfully caught Victreebel!   
Date | 5/22/2019 4:47:11 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:46:00 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 1sec   
Date | 5/22/2019 4:46:00 AM   Msg | [ENCOUNTER] You successfully caught Blastoise!   
Date | 5/22/2019 4:45:58 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:45:13 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 52sec   
Date | 5/22/2019 4:45:13 AM   Msg | [ENCOUNTER] You successfully caught Shroomish!   
Date | 5/22/2019 4:44:21 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:43:14 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 48sec   
Date | 5/22/2019 4:43:14 AM   Msg | [ENCOUNTER] You successfully caught Poochyena!   
Date | 5/22/2019 4:42:26 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:42:20 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 30sec   
Date | 5/22/2019 4:42:20 AM   Msg | [ENCOUNTER] You successfully caught Hoothoot!   
Date | 5/22/2019 4:41:49 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:40:53 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 6sec   
Date | 5/22/2019 4:40:53 AM   Msg | [ENCOUNTER] You successfully caught Vulpix!   
Date | 5/22/2019 4:40:46 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:40:03 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 31sec   
Date | 5/22/2019 4:40:03 AM   Msg | [ENCOUNTER] You successfully caught Cleffa!   
Date | 5/22/2019 4:39:31 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:39:29 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 132sec   
Date | 5/22/2019 4:39:29 AM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/22/2019 4:37:16 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:37:15 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 134sec   
Date | 5/22/2019 4:37:15 AM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/22/2019 4:35:00 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:34:59 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 138sec   
Date | 5/22/2019 4:34:59 AM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/22/2019 4:32:40 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:31:29 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 95sec   
Date | 5/22/2019 4:31:29 AM   Msg | [ENCOUNTER] You successfully caught Roggenrola!   
Date | 5/22/2019 4:29:53 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:29:47 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 48sec   
Date | 5/22/2019 4:29:47 AM   Msg | [ENCOUNTER] You successfully caught Poochyena!   
Date | 5/22/2019 4:28:59 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:27:28 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 7sec   
Date | 5/22/2019 4:27:28 AM   Msg | [ENCOUNTER] You successfully caught Paras!   
Date | 5/22/2019 4:27:21 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:27:19 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 8sec   
Date | 5/22/2019 4:27:19 AM   Msg | [ENCOUNTER] You successfully caught Paras!   
Date | 5/22/2019 4:27:10 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:26:41 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 67sec   
Date | 5/22/2019 4:26:41 AM   Msg | [ENCOUNTER] You successfully caught Sealeo!   
Date | 5/22/2019 4:25:34 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:24:07 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 5/22/2019 4:24:07 AM   Msg | [ENCOUNTER] You successfully caught Gulpin!   
Date | 5/22/2019 4:23:10 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:22:33 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 94sec   
Date | 5/22/2019 4:22:33 AM   Msg | [ENCOUNTER] You successfully caught Solosis!   
Date | 5/22/2019 4:20:59 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:20:33 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 50sec   
Date | 5/22/2019 4:20:33 AM   Msg | [ENCOUNTER] You successfully caught Whismur!   
Date | 5/22/2019 4:19:42 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:19:01 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 58sec   
Date | 5/22/2019 4:19:01 AM   Msg | [ENCOUNTER] You successfully caught Gulpin!   
Date | 5/22/2019 4:18:03 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:17:18 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 85sec   
Date | 5/22/2019 4:17:18 AM   Msg | [ENCOUNTER] You successfully caught Carnivine!   
Date | 5/22/2019 4:15:53 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:15:35 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 93sec   
Date | 5/22/2019 4:15:35 AM   Msg | [ENCOUNTER] You successfully caught Tympole!   
Date | 5/22/2019 4:14:01 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:13:59 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 107sec   
Date | 5/22/2019 4:13:59 AM   Msg | [ENCOUNTER] You successfully caught Fraxure!   
Date | 5/22/2019 4:12:12 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:11:04 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 82sec   
Date | 5/22/2019 4:11:04 AM   Msg | [ENCOUNTER] You successfully caught Finneon!   
Date | 5/22/2019 4:09:41 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:08:08 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 113sec   
Date | 5/22/2019 4:08:08 AM   Msg | [ENCOUNTER] You successfully caught Litleo!   
Date | 5/22/2019 4:06:15 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:05:15 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 59sec   
Date | 5/22/2019 4:05:15 AM   Msg | [ENCOUNTER] You successfully caught Nincada!   
Date | 5/22/2019 4:04:16 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 4:01:35 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 138sec   
Date | 5/22/2019 4:01:35 AM   Msg | [ENCOUNTER] You successfully caught Crabrawler!   
Date | 5/22/2019 3:59:17 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:59:02 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 77sec   
Date | 5/22/2019 3:59:02 AM   Msg | [ENCOUNTER] You successfully caught Rampardos!   
Date | 5/22/2019 3:57:45 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:57:16 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 113sec   
Date | 5/22/2019 3:57:16 AM   Msg | [ENCOUNTER] You successfully caught Litleo!   
Date | 5/22/2019 3:55:22 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:54:01 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 15sec   
Date | 5/22/2019 3:54:01 AM   Msg | [ENCOUNTER] You successfully caught Ponyta!   
Date | 5/22/2019 3:53:45 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:52:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 73sec   
Date | 5/22/2019 3:52:44 AM   Msg | [ENCOUNTER] You successfully caught Luxio!   
Date | 5/22/2019 3:51:30 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:50:22 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 32sec   
Date | 5/22/2019 3:50:22 AM   Msg | [ENCOUNTER] You successfully caught Spinarak!   
Date | 5/22/2019 3:49:50 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:48:47 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 109sec   
Date | 5/22/2019 3:48:47 AM   Msg | [ENCOUNTER] You successfully caught Litwick!   
Date | 5/22/2019 3:46:57 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:46:46 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 62sec   
Date | 5/22/2019 3:46:46 AM   Msg | [ENCOUNTER] You successfully caught Cacnea!   
Date | 5/22/2019 3:45:44 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:45:40 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 130sec   
Date | 5/22/2019 3:45:40 AM   Msg | [ENCOUNTER] You successfully caught Amaura!   
Date | 5/22/2019 3:43:30 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:43:19 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 129sec   
Date | 5/22/2019 3:43:19 AM   Msg | [ENCOUNTER] You successfully caught Helioptile!   
Date | 5/22/2019 3:41:10 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:40:37 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 97sec   
Date | 5/22/2019 3:40:37 AM   Msg | [ENCOUNTER] You successfully caught Venipede!   
Date | 5/22/2019 3:38:59 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:36:50 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 17sec   
Date | 5/22/2019 3:36:50 AM   Msg | [ENCOUNTER] You successfully caught Magnemite!   
Date | 5/22/2019 3:36:33 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:36:00 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 30sec   
Date | 5/22/2019 3:36:00 AM   Msg | [ENCOUNTER] You successfully caught Furret!   
Date | 5/22/2019 3:35:30 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:35:04 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 25sec   
Date | 5/22/2019 3:35:04 AM   Msg | [ENCOUNTER] You successfully caught Omastar!   
Date | 5/22/2019 3:34:39 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:34:14 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 115sec   
Date | 5/22/2019 3:34:14 AM   Msg | [ENCOUNTER] You successfully caught Spewpa!   
Date | 5/22/2019 3:32:18 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:31:50 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 102sec   
Date | 5/22/2019 3:31:50 AM   Msg | [ENCOUNTER] You successfully caught Scrafty!   
Date | 5/22/2019 3:30:07 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:29:53 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 60sec   
Date | 5/22/2019 3:29:53 AM   Msg | [ENCOUNTER] You successfully caught Crawdaunt!   
Date | 5/22/2019 3:28:53 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:28:50 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 140sec   
Date | 5/22/2019 3:28:50 AM   Msg | [ENCOUNTER] You successfully caught Bounsweet!   
Date | 5/22/2019 3:26:29 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:25:53 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 94sec   
Date | 5/22/2019 3:25:53 AM   Msg | [ENCOUNTER] You successfully caught Sewaddle!   
Date | 5/22/2019 3:24:18 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:24:15 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 110sec   
Date | 5/22/2019 3:24:15 AM   Msg | [ENCOUNTER] You successfully caught Joltik!   
Date | 5/22/2019 3:22:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:21:29 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 102sec   
Date | 5/22/2019 3:21:29 AM   Msg | [ENCOUNTER] You successfully caught Petilil!   
Date | 5/22/2019 3:19:46 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:19:17 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 106sec   
Date | 5/22/2019 3:19:17 AM   Msg | [ENCOUNTER] You successfully caught Golett!   
Date | 5/22/2019 3:17:30 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:17:24 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 23sec   
Date | 5/22/2019 3:17:24 AM   Msg | [ENCOUNTER] You successfully caught Goldeen!   
Date | 5/22/2019 3:17:00 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:16:19 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 3sec   
Date | 5/22/2019 3:16:19 AM   Msg | [ENCOUNTER] You successfully caught Pidgey!   
Date | 5/22/2019 3:16:16 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:15:57 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 69sec   
Date | 5/22/2019 3:15:57 AM   Msg | [ENCOUNTER] You successfully caught Piplup!   
Date | 5/22/2019 3:14:47 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:13:55 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 60sec   
Date | 5/22/2019 3:13:55 AM   Msg | [ENCOUNTER] You successfully caught Crawdaunt!   
Date | 5/22/2019 3:12:55 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:12:30 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 4sec   
Date | 5/22/2019 3:12:30 AM   Msg | [ENCOUNTER] You successfully caught Ekans!   
Date | 5/22/2019 3:12:26 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:11:49 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 39sec   
Date | 5/22/2019 3:11:49 AM   Msg | [ENCOUNTER] You successfully caught Granbull!   
Date | 5/22/2019 3:11:10 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:10:52 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 120sec   
Date | 5/22/2019 3:10:52 AM   Msg | [ENCOUNTER] You successfully caught Diggersby!   
Date | 5/22/2019 3:08:51 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:08:03 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 18sec   
Date | 5/22/2019 3:08:03 AM   Msg | [ENCOUNTER] You successfully caught Grimer!   
Date | 5/22/2019 3:07:45 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:07:05 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 51sec   
Date | 5/22/2019 3:07:05 AM   Msg | [ENCOUNTER] You successfully caught Hariyama!   
Date | 5/22/2019 3:06:13 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:04:57 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 17sec   
Date | 5/22/2019 3:04:57 AM   Msg | [ENCOUNTER] You successfully caught Grimer!   
Date | 5/22/2019 3:04:40 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:03:59 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 15sec   
Date | 5/22/2019 3:03:59 AM   Msg | [ENCOUNTER] You successfully caught Slowpoke!   
Date | 5/22/2019 3:03:43 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:02:58 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 100sec   
Date | 5/22/2019 3:02:58 AM   Msg | [ENCOUNTER] You successfully caught Minccino!   
Date | 5/22/2019 3:01:17 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 3:00:59 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 56sec   
Date | 5/22/2019 3:00:59 AM   Msg | [ENCOUNTER] You successfully caught Surskit!   
Date | 5/22/2019 3:00:03 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 2:58:06 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 70sec   
Date | 5/22/2019 2:58:06 AM   Msg | [ENCOUNTER] You successfully caught Starly!   
Date | 5/22/2019 2:56:55 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 2:56:30 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 11sec   
Date | 5/22/2019 2:56:30 AM   Msg | [ENCOUNTER] You successfully caught Arcanine!   
Date | 5/22/2019 2:56:18 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 2:55:35 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 122sec   
Date | 5/22/2019 2:55:35 AM   Msg | [ENCOUNTER] You successfully caught Swirlix!   
Date | 5/22/2019 2:53:32 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 2:53:11 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 60sec   
Date | 5/22/2019 2:53:11 AM   Msg | [ENCOUNTER] You successfully caught Crawdaunt!   
Date | 5/22/2019 2:52:11 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 2:52:01 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 47sec   
Date | 5/22/2019 2:52:01 AM   Msg | [ENCOUNTER] You successfully caught Wurmple!   
Date | 5/22/2019 2:51:14 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 2:49:37 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 59sec   
Date | 5/22/2019 2:49:37 AM   Msg | [ENCOUNTER] You successfully caught Carvanha!   
Date | 5/22/2019 2:48:37 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 2:48:34 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 107sec   
Date | 5/22/2019 2:48:34 AM   Msg | [ENCOUNTER] You successfully caught Yamask!   
Date | 5/22/2019 2:46:47 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 2:45:28 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 52sec   
Date | 5/22/2019 2:45:28 AM   Msg | [ENCOUNTER] You successfully caught Exploud!   
Date | 5/22/2019 2:44:36 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/22/2019 2:41:34 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 139sec   
Date | 5/22/2019 2:41:34 AM   Msg | [ENCOUNTER] You successfully caught Dewpider!   
Date | 5/22/2019 2:39:15 AM   Msg | [ENCOUNTER] Attempting identification...   
